ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Effort,TotalComponents,EffortPerFP,EffortPerMonth,ChangeRatio,TotalChanges,Log_AFP,Log_Effort,Log_N_effort,Log_TotalComponents,Log_EffortPerMonth
1,2.0868762517598998,1.2491520698132208,0.6622805336657984,2.6434326229654794,0.17502379570749588,-0.2852599292446399,1.3771181591017974,-0.2927468604786074,-0.09953864471691701,-0.7016672027048679,-0.5528531416150956,-0.6123081705801627,-0.5817332765961866,4,0,-0.8108546855813258,0.454740428214182,1.7581120148411677,1.1694124072545793,-0.3106341459054903,3.020125351029411,-0.8218790116568057,1.1694124072545793,6.8501261661455,8.921457578947884,8.921457578947884,7.315218389752975,7.535563618233742
2,-0.22000961907932448,-0.3254046834001493,-0.4958151570327869,-0.5564260029855569,0.48445892128106116,0.19734429571327688,-0.3731614289123672,0.1821891595533829,0.392002044208819,0.6101013949749353,0.352982208510816,0.19507720496653966,0.20054222537834396,2,0,1.691054725266306,-0.018068857371515413,0.502257975516348,-0.23267687157207562,0.42994252921064685,-0.2755666341962071,0.6490564580460941,-0.23267687157207562,5.564520407322694,8.33110454805304,8.33110454805304,5.5254529391317835,5.501738287366237
3,-0.5847880583921155,-0.2924727774505886,-0.36462462957083774,-0.31904776663904083,-0.23438267812829816,0.12671928718285005,-0.23806059234614635,-0.2927468604786074,-0.09953864471691701,-0.7364929176875176,-0.6231334705041749,-0.6337431805504291,-0.6424270655424864,1,0,0.15141816474468642,-0.510979615577922,-0.8069886606899461,-0.3301063981359087,-0.6383096782428854,-0.6194189173833579,-0.8218790116568057,-0.3301063981359087,5.030437921392435,6.505784060128229,6.505784060128229,5.099866427824199,4.320446695576056
4,-0.2470302442136053,-0.033134018097798236,-0.3872436860297945,-0.5089503557162537,-0.24866429930861655,-0.2852599292446399,-0.35144879446422456,0.2338126399916427,-0.06730646839391793,0.23862710182667252,0.17337692357205767,0.1593521883494289,0.2477485056699104,1,0,-0.8108546855813258,-0.05331721429092818,0.15934214202406188,-0.25955398234830546,0.14250303135140938,0.8687138143180538,0.9821251475113332,-0.25955398234830546,5.53338948872752,8.08301991917133,8.269244521183056,5.424950017481403,6.697651341175731
5,-0.11192711854220126,-0.1525121771649557,-0.5139104021999523,1.2571437227018256,-0.3391145667839664,-0.2852599292446399,-0.4346805598487713,0.7638137058244434,-0.09953864471691701,-0.05158718969540786,-0.178024720873339,-0.06214291467665755,-0.12990173666262164,1,0,0.9212364450054962,-0.09493575619577699,0.06759711639673974,-0.16884373347852982,-0.0972304415160945,-0.30351667744460364,1.8428591580948241,-0.16884373347852982,5.680172609017068,8.00469951054955,8.190908881182514,5.730099782973574,5.443748825526993
6,-0.8178409501752874,-0.21425950082038198,-0.5139104021999523,-0.3570282844544834,-0.4343253746527557,-0.2852599292446399,-0.4346805598487713,0.006669326063299544,-0.09953864471691701,0.6217099666358187,0.2514661778932569,0.4308623146394705,0.3286735575983101,1,0,-0.8108546855813258,-0.3781966485481663,-0.5569458654351541,-0.41521724892730305,0.4390582008933125,-0.09517117567139477,1.8428591580948241,-0.41521724892730305,4.430816798843313,7.195937226475569,7.382124365737512,4.477336814478207,5.8118892159820525
7,-0.8313512627424278,-0.2945310215724361,-0.5139104021999523,-0.36652341390834403,-0.29150916284957173,-0.2852599292446399,-0.4346805598487713,-0.027746327562206997,-0.09953864471691701,1.1092699763929137,0.6887660020919727,0.8024024874574219,0.7737613432045085,1,0,-0.4259455454509209,-0.3314819586549687,-0.45392071370611203,-0.4264160450840655,0.8344791040429024,-0.22756832652733833,1.8428591580948241,-0.4264160450840655,4.382026634673881,7.382746449738912,7.5688956634069955,4.356708826689592,5.594091608897154
8,-0.770554856190296,-0.34392888049677717,-0.025338782686486584,-0.5184454851701144,-0.4343253746527557,-0.22640575546928415,-0.2899296635278204,-0.2927468604786074,-0.09953864471691701,0.13414995687872355,-0.18583364630545907,-0.09786793129376828,-0.2647768232099545,2,0,-0.23349097538571847,-0.4416153790698407,-0.6227466010285204,-0.3782612216099871,0.05836187934796767,-0.4348258864295814,-0.8218790116568057,-0.3782612216099871,4.584967478670572,7.055312843339752,7.055312843339752,4.795790545596741,5.114566216944487
9,-0.7063808714963791,-0.34392888049677717,-0.40986274248875126,-0.03419388302322159,-0.3676778091446032,-0.049843234143217056,-0.33697370483212946,-0.1757336381518851,-0.09953864471691701,-0.005152903051875163,-0.09993546655213975,-0.026417898059546824,-0.04223293040685525,1,0,-0.4259455454509209,-0.39348509251321284,-0.590786243740314,-0.3838606196883683,-0.05455387119167112,-0.3503519263020222,-0.034043378860671575,-0.3838606196883683,4.762173934797756,7.126087273299125,7.312553498102598,4.7535901911063645,5.338339040897522
10,-0.9225458725706255,-0.263657359744723,-0.4822437231574128,-0.5849113913471388,-0.4343253746527557,-0.2852599292446399,-0.4346805598487713,-0.13443485380127726,-0.09953864471691701,2.473277146546692,4.780642928522814,4.632124268811691,5.035814078100226,1,0,-0.23349097538571847,-0.03038454834335843,0.20972670527841095,-0.461132313170029,4.944682213809062,0.20530650737218514,1.8428591580948241,-0.461132313170029,3.970291913552122,8.12355783506165,8.309922989258318,3.8501476017100584,6.179424937658976
11,0.47239389998662124,0.08624414096935923,0.06966125444113175,-0.3570282844544834,-0.039200521997280066,-0.10869740791857276,0.1201978760482071,-0.2927468604786074,-0.09953864471691701,1.2950071229670448,0.7902820327095318,0.6166324010484461,0.5781924677108757,1,0,0.15141816474468642,0.8383671240037748,2.142012306503036,0.0024978477199352,0.6462091133255438,1.1443022786474955,-0.8218790116568057,0.0024978477199352,6.144185634125646,9.049232211581426,9.23024103368252,6.133398042996649,6.852947042487142
